County,State,Less Than High School Diploma,At Least High School Diploma,At Least Bachelors's Degree,Graduate Degree,School Enrollment,Median Earnings 2010,White (Not Latino) Population,African American Population,Native American Population,Asian American Population,Other Race or Races,Latino Population,Children Under 6 Living in Poverty,Adults 65 and Older Living in Poverty,Total Population,Preschool.Enrollment.Ratio.enrolled.ages.3.and.4,Poverty.Rate.below.federal.poverty.threshold,Gini.Coefficient,Child.Poverty.living.in.families.below.the.poverty.line,Management.professional.and.related.occupations,Service.occupations,Sales.and.office.occupations,Farming.fishing.and.forestry.occupations,Construction.extraction.maintenance.and.repair.occupations,Production.transportation.and.material.moving.occupations,Median Age,lon,lat,Adult.obesity,Diabetes,Uninsured,Unemployment
Cerro Gordo County, Iowa,8.1,91.9,21.2,5.6,79.9,25934.83365,93,1.1,0.25,0.8,1.35,3.5,26.1,6.85,44039,62.7,11.3,0.426,17.6,30.4,16.75,24.65,0.5,7.55,20.2,42.7,-93.251266,43.0751708,0.294,0.101,0.099,0.057
Cherokee County, Iowa,7.4,92.6,19.2,4.4,75.15,27268.0527,95.95,0.6,0.1,0.6,0.55,2.2,8.15,4.95,11876,40.1,4.95,0.389,5.8,26.65,20.2,19.25,2.45,11.35,20.15,46.9,-95.6332616,42.7427375,0.277,0.092,0.101,0.046
Chickasaw County, Iowa,11.8,88.2,13.5,3.2,72.65,26272.00794,97.2,0.15,0,0.3,0.2,2.15,11.95,11.5,12299,53.8,9.5,0.401,10,29.5,12.8,18.6,2.3,9.4,27.45,43.8,-92.3172101,43.0597409,0.306,0.088,0.114,0.052
Clarke County, Iowa,15.2,84.8,12.9,3.1,73.45,25957.46445,90.5,0.2,0.15,0.35,0.35,8.45,15.7,11,9177,46.1,11.45,0.436,11.75,27.05,18.95,21.2,2.65,8.9,21.2,40.9,-93.7840961,41.0291908,0.313,0.083,0.133,0.062
Clay County, Iowa,8.7,91.3,18.5,3.6,77.35,25277.95651,95.2,0.25,0.15,0.65,1.05,2.75,21.2,6.7,16671,53.8,9.55,0.452,14,26.05,16.6,28.8,1.9,10,16.75,42.6,-95.1497261,43.079822,0.296,0.086,0.111,0.05
Clayton County, Iowa,9.8,90.2,14.9,3.9,76.6,24879.94857,97.2,0.2,0.1,0.1,0.95,1.45,20.05,10,17898,50.6,11.3,0.376,16.25,26.4,15.25,20.85,3.15,10.1,24.2,44,-91.3235108,42.8409979,0.308,0.083,0.128,0.062
Clinton County, Iowa,10.7,89.3,17,4.6,79.25,25891.22381,93,2.3,0.15,0.7,1.75,2.15,18,7.95,49122,46.5,10.85,0.397,17.45,28.35,15.95,23.15,0.5,10.2,21.9,41.1,-90.5342431,41.8980732,0.3,0.091,0.086,0.061
Crawford County, Iowa,21,79,15,4.7,77.95,24854.68635,76.55,0.8,0.15,0.35,0.45,21.7,14.7,7.15,16787,68.9,10.95,0.401,11.9,23.3,13.65,19.8,2.5,11,29.75,38.9,-95.3890903,42.0431192,0.288,0.08,0.152,0.043
Dallas County, Iowa,7.3,92.7,40.2,10.6,78.05,36673.19048,89.45,1.15,0.05,1.95,1.15,6.2,8.6,6.2,61625,50.5,6.6,0.415,7.75,43.7,11.95,26.45,0.95,7.9,9.05,34.3,-94.0407065,41.6853206,0.294,0.074,0.08,0.043
Davis County, Iowa,18.2,81.8,17,4.8,70.65,26790.78286,97.5,0.35,0.4,0.2,0.75,0.8,5.3,13.9,8651,46,8.45,0.412,7.9,33.1,13,15.3,1.3,12.35,24.95,39.6,-92.4103453,40.7480892,0.32,0.102,0.167,0.064
Decatur County, Iowa,17,83,17.8,4.6,79.65,18562.84445,94.05,1.35,0.3,0.8,1.2,2.3,20.95,17.05,8389,46,18.05,0.453,14.35,34.2,18.3,18.95,2.9,7.35,18.25,38.7,-93.7845799,40.7363787,0.309,0.085,0.132,0.047
Delaware County, Iowa,8.7,91.3,14.6,4,78.2,27648.23651,98.15,0.15,0.1,0.15,0.5,0.9,17.3,10.85,17604,46,8.75,0.388,10.8,29.45,14.1,20.9,2.3,11,22.3,40.9,-91.3594425,42.4730031,0.345,0.084,0.102,0.044
Des Moines County, Iowa,10.3,89.7,17.6,5.3,75.1,24628.30381,90.25,4.3,0.25,0.85,1.9,2.5,23.25,6.3,40512,38,13.35,0.43,19.55,27.9,19.75,21.05,0.25,9.05,21.95,41.5,-91.1869253,40.9153392,0.323,0.118,0.097,0.064
Dickinson County, Iowa,6.7,93.3,27.2,8.1,73.05,27358.44572,97.65,0.3,0.2,0.3,0.45,1.05,10.25,5.35,16641,40,8.45,0.423,8.95,33,16.9,23.7,0.8,9.8,15.75,46.8,-95.1960572,43.3896107,0.285,0.088,0.098,0.058
Dubuque County, Iowa,10.6,89.4,25.3,8.8,80.05,26345.32603,93.9,1.9,0.2,0.85,1.4,1.8,14.6,7.85,92849,52.4,8.7,0.426,11.45,33.25,17.8,24.95,0.55,7.8,15.75,38.2,-90.8787708,42.4634808,0.272,0.09,0.091,0.048
Emmet County, Iowa,13.1,86.9,18.1,4.9,75.75,25169.97016,91.4,0.5,0.2,0.4,0.8,6.75,14.65,5.5,10329,46.1,11.25,0.455,15.2,25.85,17.9,23.55,3.4,10.05,19.3,40.7,-94.6693702,43.3779844,0.321,0.093,0.138,0.047
Fayette County, Iowa,11.8,88.2,16.5,5,82.1,22316.32445,95.9,0.85,0.1,0.5,0.8,1.8,25.35,9.7,20682,52.2,13.2,0.412,17.75,27.8,15.55,22.45,2.7,10.25,21.15,42.4,-91.8393728,42.8644496,0.349,0.091,0.121,0.057
Floyd County, Iowa,8.4,91.6,14.9,4.2,75,24687.74603,95.05,1.2,0.05,1,0.6,2,28.3,8.15,16232,37.8,13.8,0.426,19.15,28.6,16.1,20.6,1.15,9,24.55,43.3,-92.7873669,43.052741,0.31,0.106,0.105,0.064
Franklin County, Iowa,15.7,84.3,14.4,3.6,73.45,24040.65651,87,0.15,0.05,0.3,0.7,11.8,18.5,9.25,10637,35.6,10.5,0.387,16.15,25.25,14.75,20.75,4.05,11.85,23.35,43.3,-93.2714247,42.7365489,0.31,0.093,0.143,0.047
Fremont County, Iowa,8.9,91.1,17.4,3.7,79.15,28909.56699,95.6,0.4,0.25,0.15,0.8,2.75,15.25,10.25,7464,39.6,9.25,0.405,11.2,30.95,19.1,20.5,1.3,9.75,18.35,44.5,-95.5995159,40.7437257,0.333,0.099,0.095,0.057
Greene County, Iowa,11.6,88.4,17.5,3.8,76.85,24936.03588,96.55,0.15,0.15,0.2,0.9,2.05,5.7,8.35,9412,64.1,8.05,0.402,9.45,31.65,14.25,24.85,2.7,8.65,17.85,44.9,-94.3887028,42.042494,0.295,0.09,0.102,0.052
Grundy County, Iowa,8.8,91.2,21.6,4.8,81.35,29828.72318,98.1,0.1,0.05,0.2,0.65,0.9,12.45,6.7,12309,54.5,7,0.384,11.25,32.85,13.5,23.55,3.15,9.25,17.75,42.5,-92.7902613,42.4033232,0.317,0.099,0.085,0.045
Guthrie County, Iowa,8.8,91.2,18.9,3.7,80.85,28543.82476,96.7,0.15,0.15,0.3,0.7,1.9,5.65,7.55,10993,57.7,7.6,0.427,10.35,33.15,14.9,25.3,2.3,11.95,12.35,44.2,-94.5012723,41.6835728,0.328,0.09,0.106,0.057
Hamilton County, Iowa,9.7,90.3,16.4,3.3,78,28962.82286,92.9,0.15,0.15,2.4,0.8,3.7,21.8,7.9,15614,24.8,9.3,0.435,13,29.1,13.45,22.6,1.2,8.3,25.4,40.9,-93.709198,42.3907681,0.317,0.095,0.11,0.076
Hancock County, Iowa,10.5,89.5,15.4,3.8,76.35,26884.88921,94.85,0.25,0.2,0.35,0.55,3.7,21.75,8.6,11340,44,9.9,0.367,14.1,27.3,15.3,21.1,1.7,10.05,24.55,44.1,-93.7436965,43.0754105,0.261,0.09,0.109,0.051
Hardin County, Iowa,9.5,90.5,20.2,6.7,78.8,25240.5854,94.15,1.1,0.2,0.35,0.65,3.6,22,8.35,17510,43.2,10.8,0.42,16.7,31.9,15.5,22.75,3.55,9.4,16.9,43.5,-93.241081,42.3899554,0.338,0.085,0.114,0.055
Harrison County, Iowa,9.6,90.4,15.5,3,78.1,28828.41175,97.35,0.15,0.2,0.3,0.8,1.25,17.8,12.5,15169,61.7,10.7,0.393,14.2,32.15,15.6,21.95,0.9,12.65,16.75,42,-95.8271491,41.6885844,0.316,0.091,0.098,0.046
Henry County, Iowa,10.8,89.2,19.9,5.7,77.05,25992.03143,91.3,1.45,0.1,2.95,1.3,2.9,25.8,9.45,20111,41.9,13.65,0.452,19.35,27.9,18.2,18.35,1.1,11.2,23.2,39.1,-91.5442697,40.985864,0.31,0.092,0.119,0.066
Howard County, Iowa,13.2,86.8,11.5,3,75.55,26203.32921,97.75,0.2,0.15,0.2,0.7,1.1,20.45,18.35,9527,45.2,11.3,0.393,14.3,26.6,17.3,17.6,1.8,9.9,26.8,41.3,-92.3219084,43.3653125,0.298,0.089,0.118,0.052
Humboldt County, Iowa,11.2,88.8,15.9,4.2,77.8,26379.65048,94.75,0.2,0.05,0.2,1.7,3.05,22.9,6.25,9730,66,10.65,0.401,16.85,30.25,15.25,23.25,2.05,11.6,17.65,44.2,-94.2027754,42.7822212,0.336,0.105,0.109,0.044
Ida County, Iowa,9.9,90.1,18.3,4.6,77,26314.30127,97.5,0.1,0.05,0.3,0.7,1.3,5.95,8.1,7030,65.1,9.8,0.391,11.45,32.7,14.5,19.05,2.85,9.8,21.1,44.2,-95.5074206,42.3918601,0.309,0.094,0.106,0.04
Iowa County, Iowa,8.1,91.9,19.2,4.4,78.4,30420.92826,97.05,0.25,0.05,0.25,0.75,1.7,17.65,8.25,16097,48.6,8.5,0.394,11.2,32.05,14.25,23,1.6,10,19.1,41.8,-92.0591226,41.6839184,0.291,0.088,0.083,0.054
Jackson County, Iowa,12.6,87.4,15,4.2,76.8,25470.27492,97.4,0.15,0.15,0.15,1.2,0.95,15.3,11.3,19870,67,10.6,0.407,14.25,25.75,15.55,20.45,2.1,12.5,23.65,42.9,-90.5745965,42.1642812,0.307,0.094,0.113,0.057
Jasper County, Iowa,10,90,16.6,4.9,74.8,27425.66,95.8,1.2,0.25,0.5,0.8,1.5,15.6,6.3,36724,48.1,11.8,0.395,14.6,29.5,15.45,26.25,0.4,9.35,19.05,41.4,-93.0529712,41.6856863,0.351,0.102,0.097,0.07
Jefferson County, Iowa,8.5,91.5,30.1,13.1,78.9,20939.99397,89.8,1.05,0.1,5.4,1.15,2.45,35.65,12.9,16169,62.5,15.5,0.459,20.25,37.3,14.1,22.7,1.75,9.4,14.75,44.9,-91.9671367,41.0068799,0.302,0.095,0.146,0.063
Johnson County, Iowa,5,95,50.8,23.1,82.25,22929.76889,85,4.15,0.2,4.95,1.75,3.95,12.55,5.1,128346,49.8,18.6,0.473,11.6,44.35,17.8,23.8,0.45,5.85,7.75,28.8,-91.5888122,41.6687365,0.24,0.054,0.099,0.038
Jones County, Iowa,10.6,89.4,15.9,4,74.05,25818.70667,95.45,1.8,0.25,0.5,0.95,1.05,15.35,7.8,20501,37.2,9,0.383,12.95,26.9,17.7,23.05,1.2,12.35,18.8,42.4,-91.1169141,42.1251175,0.285,0.088,0.101,0.057
Keokuk County, Iowa,10.3,89.7,13.8,3.2,75.95,25437.69143,98.1,0.3,0.1,0.15,0.6,0.85,15.5,11.35,10611,61,10,0.399,10.4,23.95,19.2,20.7,3.4,11.2,21.55,42.7,-92.1677213,41.3311823,0.336,0.084,0.118,0.057
Kossuth County, Iowa,10,90,16.7,4.5,80.55,27449.91461,97.4,0.25,0.1,0.45,0.5,1.35,15.95,5.35,15519,43.4,8.65,0.441,9.85,35.55,14.75,23.1,2.2,7.2,17.25,46.2,-94.213983,43.2124777,0.311,0.104,0.098,0.037
Lee County, Iowa,13.7,86.3,14.8,5,77.2,24475.9781,91.75,3.15,0.2,0.45,1.65,2.85,30.1,8.3,35817,38.2,13.35,0.412,20.55,26.35,18.65,19.4,0.8,9.95,24.85,41.9,-91.4771574,40.6475875,0.353,0.096,0.113,0.08
Linn County, Iowa,6.8,93.2,29.6,8.3,80.05,30823.68476,89.85,3.55,0.2,1.85,2.1,2.4,15.25,7.5,208090,50.9,9.9,0.423,11.95,37.15,15.1,26.45,0.4,8,12.9,36.5,-91.5976735,42.0779506,0.279,0.087,0.086,0.053
Louisa County, Iowa,18.5,81.5,13.1,2.9,82.2,25050.52762,82,0.25,0.15,0.6,1.1,15.95,21.55,5.65,11522,51.5,12.35,0.356,18.55,22.5,16.9,15.8,1.6,11.35,31.85,38.3,-91.2569936,41.2182111,0.326,0.089,0.145,0.057
Lucas County, Iowa,12.6,87.4,10.5,2.4,73.5,25315.76476,97.85,0.15,0.5,0.3,0.5,0.8,23.05,12.65,9154,47.2,15.05,0.407,14.5,22.2,17.3,27.45,1.4,8.15,23.55,42.9,-93.3314666,41.033344,0.319,0.092,0.125,0.045
Lyon County, Iowa,14.1,85.9,15.9,3.7,74.7,26966.61302,97.65,0.15,0.1,0.3,0.4,1.45,6.4,9.05,11427,29.1,5.75,0.352,5.75,32.45,15.2,21.75,4.25,7.55,18.8,38.7,-96.2072011,43.3835796,0.3,0.086,0.119,0.027
Madison County, Iowa,7,93,18.2,4.7,80.25,31752.24476,97.15,0.3,0.1,0.15,0.9,1.45,11.9,7.95,15466,38.5,8,0.411,10.25,33.45,11.95,26.8,0.85,15.85,11.1,39.3,-94.0151842,41.3306216,0.308,0.101,0.091,0.059
Mahaska County, Iowa,12,88,17.9,4.9,82.6,25646.52889,94.95,1.05,0.3,1.2,0.9,1.55,11.6,9.7,22237,45.9,12.85,0.403,14.2,29.45,15.1,23.1,1.1,8.65,22.6,39,-92.6363663,41.3307969,0.272,0.091,0.103,0.055
Marion County, Iowa,8.6,91.4,24,7.3,80.55,27009.60953,95.9,0.5,0.15,1.1,0.85,1.4,13.05,5.65,32979,51.9,7.9,0.397,8.6,31.55,16.3,23.65,0.7,8.45,19.3,38.7,-93.093849,41.3314552,0.298,0.082,0.08,0.051
Marshall County, Iowa,14.3,85.7,18.7,5.7,74.8,27821.11016,80.25,1.4,0.4,1.1,1.15,15.7,26.3,6.45,39870,32.2,12.65,0.405,18.45,29.2,15.75,22,0.85,9.2,22.95,39.4,-92.9814523,42.041691,0.32,0.091,0.132,0.067
Mills County, Iowa,13.3,86.7,22.6,5.1,79.35,31419.91016,95.9,0.3,0.3,0.45,0.9,2.25,12.5,12.6,15055,39,10.5,0.38,7.25,29.45,19.5,24.25,0.9,11.6,14.3,41.1,-95.619101,41.0337028,0.283,0.08,0.089,0.039
Mitchell County, Iowa,10.4,89.6,16.6,4.2,79.25,26460.24857,98.3,0.3,0.05,0.2,0.25,0.9,3.6,8.35,10783,29.4,6.55,0.355,8.75,29.9,14.25,19.15,3,10.1,23.5,43.5,-92.7844663,43.3485643,0.274,0.086,0.107,0.048
Monona County, Iowa,12.4,87.6,14.7,2.6,74.4,23500.10413,96.7,0.2,1.1,0.2,0.75,1.1,14.25,7.1,9180,43.9,12.1,0.417,17.6,28.45,15.75,25.45,2.4,11.45,16.5,46.2,-95.9565661,42.0494317,0.274,0.096,0.117,0.071
Monroe County, Iowa,11.7,88.3,15.1,4,78.85,24272.6581,96.9,0.45,0.65,0.45,0.4,1.15,14.1,10.55,7791,32.9,13.75,0.401,13.35,30.85,13.45,20.35,1.15,8.55,25.7,43.1,-92.8696415,41.0288473,0.338,0.093,0.118,0.056
Montgomery County, Iowa,12.3,87.7,17.6,3.3,77.75,23309.01143,95.75,0.2,0.3,0.3,0.75,2.65,23.6,6.65,10854,36.6,14.05,0.414,21.25,28.25,18.7,23.75,3.1,9.2,17,43.9,-95.1577896,41.0217348,0.322,0.101,0.105,0.054
Muscatine County, Iowa,15.7,84.3,19.8,6.5,74.15,27409.40762,81.9,1.15,0.15,0.85,1.1,14.9,26.85,6.85,42596,43.9,12.85,0.402,20.6,27.95,14.9,21.9,0.95,9.05,25.25,38,-91.1186992,41.483776,0.34,0.085,0.117,0.055
O'Brien County, Iowa,11.2,88.8,19.3,4.1,80.4,25625.10572,94.85,0.3,0.05,0.55,0.9,3.4,13.05,8.95,14230,53,9.85,0.445,12.9,29.15,16.1,23.45,1,8.85,21.45,44.4,-95.6256244,43.0837455,0.305,0.096,0.113,0.041
Osceola County, Iowa,13.5,86.5,16.3,3.4,75.95,25729.93524,93.95,0.1,0.15,0.15,0.55,5.05,11.35,9.45,6474,41.8,8.9,0.408,11.7,29.1,15.8,21.6,4.85,7.65,21.1,42,-95.6337878,43.3785421,0.298,0.087,0.132,0.047
Page County, Iowa,12.5,87.5,16.7,4.1,74.2,22057.86794,93.05,2.45,0.5,0.6,0.8,2.5,19.75,8.4,15840,56.3,11.55,0.425,13.9,31.35,14.95,24.65,1.45,6.95,20.55,43.5,-95.1442898,40.7390902,0.322,0.109,0.103,0.054
Palo Alto County, Iowa,12.8,87.2,16.1,3.5,76.5,23942.39397,97.7,0.25,0.15,0.15,0.45,1.35,7.4,11.55,9413,49.1,11.35,0.428,8.2,30.55,15.45,21.9,1.25,9.65,21.15,42.4,-94.6672965,43.0758537,0.283,0.099,0.11,0.041
Plymouth County, Iowa,8.8,91.2,19.8,6.1,79.2,29838.62413,95.3,0.25,0.15,0.45,1.05,2.8,9.25,6.3,24671,41.3,4.9,0.42,5.7,29.45,16.6,23.65,1.5,9.6,19.2,41.5,-96.2158638,42.7375854,0.334,0.091,0.087,0.041
Pocahontas County, Iowa,8.3,91.7,16.4,4.3,76.85,25374.53175,96.4,0.25,0.3,0.2,0.7,2.15,15.4,8,7442,51.6,9.4,0.386,11.45,31.7,16.9,20.15,2.55,7.6,21.05,47,-94.6782789,42.7340333,0.301,0.114,0.108,0.041
Polk County, Iowa,9.1,90.9,32.8,9.5,75.75,32351.68699,82.15,5.45,0.2,3.25,1.95,7,17.8,5.9,423294,48.1,9.85,0.432,13.9,37.7,14.9,29.25,0.25,7.4,10.55,34.8,-93.5697204,41.6842807,0.282,0.078,0.094,0.054
Pottawattamie County, Iowa,11.5,88.5,17.3,5.1,74.25,28928.28254,91.1,1.15,0.35,0.6,1.35,5.45,21.1,7.9,91392,43.3,11.7,0.399,16.95,28.2,17.15,28.45,0.7,10.95,14.45,38.2,-95.5449053,41.3401835,0.336,0.1,0.115,0.046
Poweshiek County, Iowa,7.9,92.1,21.7,8.8,87.5,22880.66667,94.25,0.85,0.1,1.35,1.3,2.1,14.55,8.05,18739,38.8,10.35,0.419,11.65,34.1,18.75,21.75,0.95,8.1,16.35,41.6,-92.5228819,41.6845262,0.294,0.081,0.092,0.051
Ringgold County, Iowa,9.7,90.3,20.8,6.2,76.95,24542.55175,97.75,0.15,0.25,0.45,0.25,1.15,26.6,12.5,5096,45.4,12.5,0.403,19.95,36.8,15.75,16.5,5.95,10.5,14.45,45.1,-94.2442514,40.7353342,0.3,0.101,0.136,0.048
Sac County, Iowa,10.7,89.3,18.2,5.3,74.55,24299.90254,96.8,0.15,0.35,0.25,0.6,1.85,22.95,6.4,10330,40.9,10.7,0.422,15.45,27.05,15.4,25.4,3.3,9.7,19.2,45.9,-95.1052244,42.3875259,0.292,0.096,0.12,0.042
Scott County, Iowa,9.5,90.5,29.7,9.9,78.6,29372.02921,83.6,6.65,0.2,2.05,2.3,5.2,21.8,5.75,164109,43.6,12.45,0.449,17.65,34.25,16.2,25.15,0.35,8.2,15.95,37.4,-90.6222899,41.6416793,0.285,0.082,0.105,0.064
Shelby County, Iowa,9.4,90.6,16.1,4,79.4,25299.70572,97.15,0.15,0.2,0.6,0.5,1.45,13.95,9.85,12192,42.1,8.8,0.399,11,30.25,15.2,29.4,2.55,8.45,14.1,44.7,-95.3089173,41.6790143,0.319,0.105,0.096,0.034
Sioux County, Iowa,13.5,86.5,22.4,6.7,81.15,21611.31207,91.1,0.5,0.1,0.65,0.5,7.15,4.2,7.2,32886,35.2,6.4,0.383,5.3,31.95,18.25,20.4,4.3,8.05,17.1,32.7,-96.1779289,43.0828542,0.274,0.072,0.12,0.034
Story County, Iowa,4.7,95.3,47.2,19.3,84.5,17362.7308,87.9,2.25,0.1,5.8,1.45,2.55,11.75,6.15,87161,49.1,19.3,0.453,9.7,42.85,17.15,23.15,1.4,5.85,9.6,26.4,-93.4660934,42.0375379,0.251,0.056,0.099,0.039
Tama County, Iowa,11.9,88.1,16.5,4.4,78.9,27001.76159,85.05,0.35,6.1,0.4,1.65,6.45,16,7.85,17713,47.9,10.25,0.403,14.8,28.55,19.15,19.9,1.55,11.05,19.65,41.7,-92.5294115,42.0748481,0.289,0.108,0.138,0.066
Taylor County, Iowa,12.7,87.3,12.3,3.9,81.15,24608.36159,93.65,0.2,0.15,0.3,0.45,5.25,17.35,11.9,6375,65.5,11.4,0.422,14.7,30,16.15,19.25,1.4,8.1,25.1,44.5,-94.6971082,40.7379489,0.312,0.098,0.131,0.04
Union County, Iowa,10.6,89.4,15.6,5.5,75.05,22989.47429,96.15,0.4,0.15,0.25,1.2,1.8,21.4,11.25,12305,50.5,16.65,0.41,25.1,23.95,16.5,22.4,1.9,6.45,28.75,41.4,-94.2450907,41.0285502,0.331,0.107,0.11,0.051
Van Buren County, Iowa,13.9,86.1,13.5,3.2,72,24852.98699,97.5,0.2,0.1,0.8,0.7,0.75,29.65,15.75,7616,41.3,15.65,0.409,25.25,29.3,14.65,23.15,1.6,7.2,24.15,43.8,-91.952943,40.7541168,0.302,0.103,0.124,0.063
Wapello County, Iowa,16.3,83.7,14.9,5.1,71,25086.09588,88.75,1.05,0.2,0.8,1.3,7.95,25.15,10.65,35554,46.7,15.55,0.444,22.8,23.3,18.85,20.75,0.65,8.65,27.8,39.8,-92.4094822,41.0312631,0.304,0.093,0.124,0.073
Warren County, Iowa,5.4,94.6,26.7,7.4,80.95,32165.87619,96.15,0.45,0.15,0.55,0.95,1.75,12.45,4.8,45208,44.1,6.8,0.405,8.9,36.2,15.1,28.45,0.4,10.1,9.7,38,-93.5643662,41.3367685,0.31,0.078,0.077,0.051
Washington County, Iowa,10.9,89.1,19.4,4.6,77.25,27505.87715,93.3,0.55,0.1,0.3,0.95,4.75,17.55,9.75,21428,46.1,12,0.383,17.95,31.45,17.35,22.55,1.8,10.55,16.3,41.1,-91.7250523,41.3294011,0.304,0.089,0.121,0.045
Wayne County, Iowa,15.6,84.4,10.8,2.5,71.35,22831.21397,97.7,0.15,0.1,0.55,0.9,0.55,16.4,11.95,6366,51.7,12.8,0.414,14.65,28.65,14.65,16.45,3,10.85,26.4,45.7,-93.3326126,40.7399827,0.314,0.097,0.141,0.049
Webster County, Iowa,11.7,88.3,18,4.8,77.25,25263.2654,90.3,3.9,0.1,0.7,1.55,3.45,21.95,8,38235,46.3,13.95,0.434,18,28.25,17.4,24.85,0.75,9.3,19.45,39.9,-94.1791565,42.434397,0.287,0.099,0.109,0.071
Winnebago County, Iowa,10.1,89.9,19.3,5.5,78.7,24443.40794,94.75,0.6,0.1,0.75,0.75,3.05,12.7,10.3,10850,35,10.15,0.405,11.2,28.85,14.45,21.8,0.75,9,25.1,43.5,-93.7434883,43.3781243,0.287,0.099,0.102,0.058
Winneshiek County, Iowa,8.8,91.2,26.3,9.6,86.05,21966.91302,96.35,0.6,0.05,1,0.45,1.55,11.35,9.35,20910,49.7,8.2,0.403,7.85,33.45,18.65,20.55,2.7,7.85,16.8,39.2,-91.850788,43.2929889,0.261,0.079,0.097,0.047
Woodbury County, Iowa,14.6,85.4,20.8,6.5,77.45,25009.82127,78.9,2.3,1.6,2.45,2.15,12.6,31.1,8.15,101968,45.8,14.25,0.422,21.1,28.05,15.65,27.9,1.1,8,19.3,35.4,-96.0532956,42.3932198,0.31,0.093,0.144,0.053
Worth County, Iowa,10.2,89.8,16,3.9,81.2,27137.24857,96.5,0.35,0.15,0.3,0.65,1.95,33.1,5.35,7609,52.1,10.25,0.437,20.7,26.75,16.05,21.15,1.45,11.45,23.15,44,-93.2485332,43.373491,0.297,0.097,0.107,0.055
Wright County, Iowa,11.3,88.7,15.7,4.5,73.25,25833.55651,89.35,0.15,0.2,0.15,1,9.1,12.55,9.3,13134,51.8,12.25,0.407,15.05,29.55,16.5,20.95,3.3,8.8,20.95,44,-93.7347352,42.7330073,0.293,0.088,0.124,0.056
Allen County, Kansas,10.7,89.3,17.7,6.2,78.9,24388.90127,92.3,1.75,0.5,0.4,2.35,2.7,26.55,9.9,13387,61.4,12.9,0.394,18.6,26.4,15.95,19.8,1.6,10.75,25.5,40.2,-95.3009448,37.8842285,0.34,0.119,0.143,0.064
Anderson County, Kansas,12.7,87.3,15.9,3.7,75.3,23493.52318,95.9,0.25,0.35,0.3,2.45,0.75,14.05,4.6,8001,37.2,13.75,0.402,23.25,29.65,15.85,20.55,1.4,13.65,18.9,41.7,-95.2920464,38.2151139,0.316,0.09,0.154,0.066
Atchison County, Kansas,12.2,87.8,22.3,9,77.15,24565.9381,89.3,5.65,0.3,0.4,2.05,2.25,17.5,8.6,16696,43.4,12.75,0.434,17.4,30.8,19.95,18.4,0.5,12.15,18.2,36.1,-95.3133975,39.5325441,0.32,0.101,0.136,0.068
Barber County, Kansas,8.2,91.8,18.7,5.5,74.1,24298.56381,94.95,0.4,0.4,0.25,1.45,2.5,10.8,5,4787,53.2,12.55,0.424,21.65,35.45,14.8,20.75,2.85,12.4,13.75,45.5,-98.685052,37.2229059,0.349,0.122,0.152,0.037
Barton County, Kansas,14.4,85.6,20.5,6.5,75.6,24170.39397,84.2,1.15,0.4,0.2,1.5,12.55,25,9.9,27664,54.2,12.7,0.434,14.2,30.85,17.45,25.65,1.1,8.95,16.15,40,-98.7678374,38.4812394,0.344,0.119,0.174,0.042
Bourbon County, Kansas,13.5,86.5,20.4,6.7,82,22969.07461,92.2,2.65,0.6,0.7,2.05,1.8,24.9,12.55,15009,35.5,14.85,0.417,21.45,28.2,18.45,25.75,1.85,8.7,17,37.8,-94.8509284,37.8560997,0.378,0.098,0.149,0.063
Brown County, Kansas,11.7,88.3,16.3,4.9,75.4,21927.52953,84.35,1.3,8.15,0.35,2.65,3.15,35.4,11.05,10006,34.7,17.85,0.433,28.05,29.5,22.35,21.55,1.65,8.05,16.95,41.7,-95.5699047,39.8259308,0.343,0.116,0.157,0.05
Butler County, Kansas,8.1,91.9,24.8,7.3,79.25,31134.50508,91.6,1.55,0.8,0.65,2,3.35,16.2,5.85,64379,53.4,7.85,0.418,10.6,33.6,16.75,23.15,0.55,11,15,37.1,-96.8387616,37.7736811,0.333,0.094,0.112,0.066
Chase County, Kansas,9.6,90.4,18.8,5.7,84.6,21073.77429,93.55,0.7,0.45,0.2,1.8,3.3,2.2,10.5,2835,27.1,11.25,0.414,12,35.6,13.15,19.3,7.15,10.05,14.75,43.8,-96.5940642,38.2985525,0.322,0.104,0.168,0.047
Chautauqua County, Kansas,13,87,17,4.7,73.45,24643.15683,90.25,0.9,3.95,0.05,3.1,1.8,19.55,6.7,3747,52,10.85,0.422,9.75,28.05,19.05,16.25,5.1,13.2,18.35,47.5,-96.2453962,37.1542592,0.306,0.108,0.211,0.061
Cherokee County, Kansas,13.4,86.6,14.5,5.5,73.55,22446.74064,89.95,0.55,3.65,0.2,4,1.7,33.4,11.6,21449,29.2,17.05,0.442,23,25.75,17.7,22.15,0.75,11.8,21.85,39.7,-94.8456975,37.1693922,0.372,0.119,0.151,0.073
Cheyenne County, Kansas,13.5,86.5,16.4,5.8,75.4,19729.93619,94.05,0.05,1.1,0.9,0.25,3.65,10.65,12.2,2747,32,12.55,0.437,8.1,32.3,17.65,24.7,8.4,7.2,9.8,48.8,-101.7273018,39.7892558,0.321,0.109,0.169,0.032
